title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,url,categoryName
Bright Day Christian School,4.3,3,"Nottie Broad, 10101",Livingstone,,ZM,,+260 97 7800416,Education center,,,,https://www.google.com/maps/search/?api=1&query=Bright%20Day%20Christian%20School&query_place_id=ChIJgTK4CbnwTxkRUFLSj4sqYwI,Education center
Door Of Hope Private School,,,6XCM+688,Choma,,ZM,,+260 97 6506980,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Door%20Of%20Hope%20Private%20School&query_place_id=ChIJm5-FyhAxRBkRkP5SgYMi4sQ,Primary school
Maamba Private School,,,P.o.box 99,Maamba,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Maamba%20Private%20School&query_place_id=ChIJ4d_Of9MJRhkRPgo-OgesGAc,Private educational institution
Mother Eve School,,,"P.O.Box 60245 Livingstone, Zambia., Monze Ave",Livingstone,,ZM,,+260 213 565 632,General education school,,,,https://www.google.com/maps/search/?api=1&query=Mother%20Eve%20School&query_place_id=ChIJkSE1DebwTxkRDFuzXT0oUK4,General education school
Stan Hope Academy,,,"Linda Township, Kunwa Rd",Livingstone,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Stan%20Hope%20Academy&query_place_id=ChIJYYfxWazxTxkRRMmxQpmt03I,Private educational institution
Choma International School,,,5XJX+342,Choma,,ZM,,+260 96 5363625,International school,,,,https://www.google.com/maps/search/?api=1&query=Choma%20International%20School&query_place_id=ChIJPY_-bZItRBkRA6getaGkQ4w,International school
Rainbow school,3.7,3,"5V87+VC5, Kabila St",Livingstone,,ZM,,,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Rainbow%20school&query_place_id=ChIJC4sSBe_xTxkRsOvX2zfK6VI,Educational institution
Chimilute Trust Academy-Livingstone Campus,,,,Livingstone,,ZM,,+260 96 5707597,Higher secondary school,,,,https://www.google.com/maps/search/?api=1&query=Chimilute%20Trust%20Academy-Livingstone%20Campus&query_place_id=ChIJ57UL-Ur7TxkRhnTOG_GUwwY,Higher secondary school
Power Mark Private School,,,"6X5V+MCQ, M11",Choma,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Power%20Mark%20Private%20School&query_place_id=ChIJt7Y3Of4vRBkR_SBMq7JKy0Q,Private educational institution
Tongabezi Trust School Livingstone,,,Tongabezi Village,Livingstone,,ZM,http://tongabezitrustschool.com/,+260 97 7390944,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Tongabezi%20Trust%20School%20Livingstone&query_place_id=ChIJ3wqCz2r7TxkRjt36GuLVDDQ,Combined primary and secondary school
JEMWA PRIVATE SCHOOL,,,6XGQ+MHH,Choma,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=JEMWA%20PRIVATE%20SCHOOL&query_place_id=ChIJj6uhpIwvRBkRaR0_CcPpXW8,Private educational institution
Mahogany School,4,2,"5V75+6JR, Flamboyant Ln",Livingstone,,ZM,,+260 97 7678611,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Mahogany%20School&query_place_id=ChIJ_6yr96XwTxkRapEiVJ1uDIM,Educational institution
Holy Cross Basic School,,,"4VX4+572, Mosi - Oa - Tunya Road",Livingstone,,ZM,,+260 213 322 643,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Holy%20Cross%20Basic%20School&query_place_id=ChIJI2sF857wTxkRqlxjS6fYHbk,Primary school
Niza Trust School,,,5XRH+RHG,Choma,,ZM,http://www.nizatrustschool.org/,+260 95 5771002,General education school,,,,https://www.google.com/maps/search/?api=1&query=Niza%20Trust%20School&query_place_id=ChIJp_gvzggyRBkRb7seikLNwas,General education school
St Columbus School,,,4PRP+82J,Mazabuka,,ZM,,,General education school,,,,https://www.google.com/maps/search/?api=1&query=St%20Columbus%20School&query_place_id=ChIJd-CtcjM7QRkRqUGPxbVknjo,General education school
Jacaranda Trust School,4.6,10,,Kabwe,,ZM,,+260 76 6192526,K-12 school,,,,https://www.google.com/maps/search/?api=1&query=Jacaranda%20Trust%20School&query_place_id=ChIJAZwtKuq6ahkREkFUC31--B4,K-12 school
Alpil private school,,,"GFWC+3PF, Petauke street",Kabwe,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Alpil%20private%20school&query_place_id=ChIJE650OAC7ahkRhSW9PDhlHMo,Primary school
Thornhill Boarding and Day School,,,"J9FJ+FQ2, Eucalyptus",Lusaka,,ZM,,+260 211 842 021,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=Thornhill%20Boarding%20and%20Day%20School&query_place_id=ChIJI-_H0NyLQBkRn6Q0rEMethw,Boarding school
Longacres Preparatory School,,,"10765, Old Brentwood Dr",Lusaka,,ZM,,+260 97 7857571,Preparatory school,,,,https://www.google.com/maps/search/?api=1&query=Longacres%20Preparatory%20School&query_place_id=ChIJnd3lD-SNQBkRRdBO4qUN1hU,Preparatory school
Baobab College,,,Kafue Rd,Lusaka,,ZM,http://www.baobabcollege.org/,+260 96 6876804,International school,College,,,https://www.google.com/maps/search/?api=1&query=Baobab%20College&query_place_id=ChIJxeW2nH7tQBkRdcezDL8Cpl0,International school
KACHELE TRUST SCHOOL,,,161 CHILUMBULU ROAD LUSAKA ZM,Lusaka,,ZM,,+260 97 6104270,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=KACHELE%20TRUST%20SCHOOL&query_place_id=ChIJvxvfAMiNQBkR_Dpi_TteS7Q,Private educational institution
Muma private school,3.7,3,4QP5+PG4,Mazabuka,,ZM,,,Kindergarten,,,,https://www.google.com/maps/search/?api=1&query=Muma%20private%20school&query_place_id=ChIJsaDNGEMlQRkR9ewhWzK8N6I,Kindergarten
Mildah Christian Academy,,,"GFQ2+PR7, Mwapoleni Ave",Kabwe,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Mildah%20Christian%20Academy&query_place_id=ChIJ7T5I_dylahkReYKUEWy_OrY,Private educational institution
Don Gordon School,,,J9F5+MP8 Don Gordon,Lusaka,,ZM,,+260 97 7563268,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Don%20Gordon%20School&query_place_id=ChIJY_vdG72LQBkRHW3UIB3lHnA,Private educational institution
Lilayi Park School,5,4,,Lilayi,,ZM,,+260 97 3116866,Preschool,,,,https://www.google.com/maps/search/?api=1&query=Lilayi%20Park%20School&query_place_id=ChIJAXYefwCTQBkRHiENrJMQxFk,Preschool
Bridgemark High Schools Cambridge Centre,,,32 Milima Rd,Lusaka,,ZM,https://bridgemarkhighschools.com/,+260 96 0718407,International school,Secondary school,,,https://www.google.com/maps/search/?api=1&query=Bridgemark%20High%20Schools%20Cambridge%20Centre&query_place_id=ChIJBxbD39r1QBkRqYm6EMYBWsQ,International school
Ebenezer Schools Mazabuka,,,road mazabuka,Livingstone,,ZM,http://www.ebenezerschools.com/,+260 97 7826884,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Ebenezer%20Schools%20Mazabuka&query_place_id=ChIJKXleWzA7QRkR0zqdhiDmyu4,Combined primary and secondary school
Broadview School,,,Behind railway station. 10101,Monze,,ZM,,+260 97 1720230,Secondary school,Preschool,Primary school,,https://www.google.com/maps/search/?api=1&query=Broadview%20School&query_place_id=ChIJJxCHfQW3RhkRMjI6PoGKyzM,Secondary school
GRANDVIEW ACADEMY,,,"Along Lusaka, Kafue Rd",Kafue,,ZM,http://www.grandviewacademy.edu.zm/,+260 95 6480949,High school,,,,https://www.google.com/maps/search/?api=1&query=GRANDVIEW%20ACADEMY&query_place_id=ChIJeeGerOjrQBkR-fn3B6dgXCo,High school
James Corboy secondary school,,,"Nziba turn off, magoye",MAZABUKA,,ZM,,+260 97 7410126,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=James%20Corboy%20secondary%20school&query_place_id=ChIJA_m2JTQxQRkRs5AgAI7RlkQ,Private educational institution
Rock of Ages School,,,"Private 132 Lusaka, Seventeenth Rd",Lusaka,,ZM,,+260 211 262 886,General education school,,,,https://www.google.com/maps/search/?api=1&query=Rock%20of%20Ages%20School&query_place_id=ChIJ73uloN2MQBkRqBpzsct49is,General education school
Luneta Trust School,4.4,24,MF27+V6,Lusaka,,ZM,,,Education center,,,,https://www.google.com/maps/search/?api=1&query=Luneta%20Trust%20School&query_place_id=ChIJLdl1UKKJQBkRTlae5ZvSsc8,Education center
Hope and Faith Christian Community School,,,J8QH+2F8,Lusaka,,ZM,https://www.hopeandfaithschoolngombe.org/,+260 96 8010764,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Hope%20and%20Faith%20Christian%20Community%20School&query_place_id=ChIJ96Qs5-OKQBkRLJuQlR0BQQY,Religious school
Virtues private school,,,H67P+72H,Lusaka,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Virtues%20private%20school&query_place_id=ChIJ6cUA-WfzQBkRdl6s2JY4Fxg,Private educational institution
Faithwood Christian School,,,,Choma,,ZM,,+260 96 5084100,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Faithwood%20Christian%20School&query_place_id=ChIJvdQ5foMtRBkRE-xEPJs_T0U,Primary school
St. Raphaels Secondary School,,,"5V8H+VQC, Unnamed Road",Livingstone,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=St.%20Raphaels%20Secondary%20School&query_place_id=ChIJM2kW9BHxTxkRhPQ2VKxG4js,High school
Gateway Christian School,,,SHOWGROUNDS PLOT 1187,Choma,,ZM,,+260 97 7777395,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Gateway%20Christian%20School&query_place_id=ChIJf-9lFSkzRBkR2SzN_6D1mZQ,Primary school
David Livingstone Secondary School,,,4VW3+Q86,Livingstone,,ZM,,+260 213 321 443,Senior high school,,,,https://www.google.com/maps/search/?api=1&query=David%20Livingstone%20Secondary%20School&query_place_id=ChIJxw16EZ7wTxkRYVtlyUqwJPw,Senior high school
St Mulumba Special School,,,5XVP+XPH,Choma,,ZM,,+260 213 220 493,Special education school,,,,https://www.google.com/maps/search/?api=1&query=St%20Mulumba%20Special%20School&query_place_id=ChIJS_xJozEtRBkRj8tBYNMFd_E,Special education school
Mopani Kindercare and Primary School,,,"5V44+3HH, Likute Way",Livingstone,,ZM,,+260 213 322 206,Primary school,Kindergarten,,,https://www.google.com/maps/search/?api=1&query=Mopani%20Kindercare%20and%20Primary%20School&query_place_id=ChIJ45NSE6HwTxkRR-E6ISYTvYk,Primary school
Njase Girls' Secondary School,,,"6XFR+CCC, M11",Choma,,ZM,,+260 213 220 643,Girls' high school,Parochial school,,,https://www.google.com/maps/search/?api=1&query=Njase%20Girls'%20Secondary%20School&query_place_id=ChIJcy_sKh8uRBkRpEkaykwQV50,Girls' high school
GEORGE BENSON CHRISTIAN UNIVERSITY,5,3,"WFHX+78P Christian University, George Benson",Kalomo,,ZM,https://www.gbcu.education/,+260 97 6443370,University,,,,https://www.google.com/maps/search/?api=1&query=GEORGE%20BENSON%20CHRISTIAN%20UNIVERSITY&query_place_id=ChIJKWUzk8irRRkRlI5PbSe_ug4,University
PRECIOUS GIFT EDUCATIONAL CENTRE,,,"H86P+9R4, Cedar Rd",Lusaka,,ZM,,+260 76 0318059,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=PRECIOUS%20GIFT%20EDUCATIONAL%20CENTRE&query_place_id=ChIJ9eB9MjWNQBkRUVW2YWMsgu0,Private educational institution
Waleleka School,,,C7VG+GG9,Chilanga,,ZM,http://waleleka.via-media.online/,+260 97 2451529,General education school,,,,https://www.google.com/maps/search/?api=1&query=Waleleka%20School&query_place_id=ChIJx80Esk7tQBkRY0tbTHHzyAE,General education school
Banani International Secondary School,,,,Liteta,,ZM,https://www.bananischool.org/,+260 96 6737770,High school,,,,https://www.google.com/maps/search/?api=1&query=Banani%20International%20Secondary%20School&query_place_id=ChIJaWvhA_wuQBkRvdp9aHqQHp8,High school
Lusaka Oaktree School.,,,"Plot 397 Cassanova Close, Off Kafue Road, Makeni Rd",Lusaka,,ZM,http://lusakaoaktree.school/,+260 95 5730037,International school,,,,https://www.google.com/maps/search/?api=1&query=Lusaka%20Oaktree%20School.&query_place_id=ChIJQz4h7BzzQBkRwzxgK_5Y5bA,International school
Life Path School of Excellence,,,H9M9+7PW,Lusaka,,ZM,http://lifepathschool.net/,+260 97 9489489,General education school,,,,https://www.google.com/maps/search/?api=1&query=Life%20Path%20School%20of%20Excellence&query_place_id=ChIJlzRFMQCNQBkRDpWFyQeAQig,General education school
Metropolitan Schools,4,11,"H78G+89C, Kafue Rd",Lusaka,,ZM,,+260 95 5708584,School center,,,,https://www.google.com/maps/search/?api=1&query=Metropolitan%20Schools&query_place_id=ChIJVQKbgWrzQBkR8W0B1r3esLM,School center
PHIL International School,,,22 Kasangula Rd,Lusaka,,ZM,,,International school,,,,https://www.google.com/maps/search/?api=1&query=PHIL%20International%20School&query_place_id=ChIJRWstMQCLQBkR-2eniGkWhso,International school
Tiona Trust School,,,PLOT 14691/M/A OFF NEW KASAMA ROAD,Lusaka,,ZM,,+260 97 5844953,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Tiona%20Trust%20School&query_place_id=ChIJm3EAzT2NQBkRwUzkkkrWqRg,Primary school
Lubu Road School,,,H8V9+755,Lusaka,,ZM,,+260 211 250 423,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Lubu%20Road%20School&query_place_id=ChIJq6qq6liLQBkRNCnERL7Cv6k,Primary school
Bertha International Girls Technical School,,,Mungule Palace Road +260966786157 Mungule ZM,,,ZM,,+260 96 6786157,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Bertha%20International%20Girls%20Technical%20School&query_place_id=ChIJCY_2kaRbQBkRvH42hSCH5MM,Private educational institution
Brentwood Academy Chilanga,,,Chilanga Old Longridge School Chilanga ZM,Chilanga,,ZM,,+260 97 1045588,General education school,,,,https://www.google.com/maps/search/?api=1&query=Brentwood%20Academy%20Chilanga&query_place_id=ChIJp2Z0kD3tQBkRbKPUWCxDhY8,General education school
St. Mary's Secondary High School,,,"H89W+2FM, D152, Leopards Hill Rd",Lusaka,,ZM,,+260 97 7846247,High school,,,,https://www.google.com/maps/search/?api=1&query=St.%20Mary's%20Secondary%20High%20School&query_place_id=ChIJL6262PWMQBkRBXQiy1j7t0A,High school
Kingspark School,,,Plot number 443,Chilanga,,ZM,,+260 97 9256136,General education school,,,,https://www.google.com/maps/search/?api=1&query=Kingspark%20School&query_place_id=ChIJB8jgW-vtQBkRpJRmxOj9SpQ,General education school
Luhasha Private School,,,,Kapira,,ZM,,+260 97 5352552,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Luhasha%20Private%20School&query_place_id=ChIJI9pm_EFfQBkRJFxx3P6SpCA,Private educational institution
Thumbelina Day Care Centre and Primary School,,,"J77F+278, Vubu Rd",Lusaka,,ZM,,+260 97 4955005,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Thumbelina%20Day%20Care%20Centre%20and%20Primary%20School&query_place_id=ChIJEdK_oOn0QBkRlbKMfRbSKdg,Private educational institution
Rolita Christian School,,,Jemco road,Lusaka,,ZM,,+260 97 7669467,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Rolita%20Christian%20School&query_place_id=ChIJuRej4xSNQBkR4S99pG3tWuA,Primary school
Pebbles College International,,,Chilanga Post Office,Lusaka,,ZM,https://www.pebblescollege.com/,+260 77 0272008,International school,,,,https://www.google.com/maps/search/?api=1&query=Pebbles%20College%20International&query_place_id=ChIJd3Gk1hntQBkR4L9QLFiOdk8,International school
Handmaid Sisters Our Lady of Assumption Convent School,,,,Lusaka,,ZM,,+260 97 2849562,Girls' high school,,,,https://www.google.com/maps/search/?api=1&query=Handmaid%20Sisters%20Our%20Lady%20of%20Assumption%20Convent%20School&query_place_id=ChIJTXAFdyKNQBkRYwIhTMUW934,Girls' high school
Twalumbu Education Center,,,,Chongwe,,ZM,https://m.facebook.com/profile.php?id=100057329805087,+260 96 6788870,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Twalumbu%20Education%20Center&query_place_id=ChIJUdpVqT5_PxkRAO2oIpB4lyY,Private educational institution
REPHIDIM INSTITUTE LTD,3.8,17,Farm 690 Ferngrove Kasupe,Lusaka,,ZM,,+260 97 8423197,Educational institution,Farm,,,https://www.google.com/maps/search/?api=1&query=REPHIDIM%20INSTITUTE%20LTD&query_place_id=ChIJfYLFe-1YQBkRT00HJ4dyzRM,Educational institution
Martin House Trust School,,,"Kalundu farm, Chisamba Road",Chisamba,,ZM,http://martinhouseschool.com/,+260 96 2143920,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=Martin%20House%20Trust%20School&query_place_id=ChIJH3MGUK4_QBkRaml2OKdVMPU,Boarding school
Junior Achievers Academy,,,Plot 22519 Chalala Ring Road Area,Lusaka,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Junior%20Achievers%20Academy&query_place_id=ChIJddp1tDKNQBkRcj4X4rBQxg0,Private educational institution
Kabulonga house,,,Lake Rd,Lusaka,,ZM,http://www.kts.edu.zm/,+260 97 5206772,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Kabulonga%20house&query_place_id=ChIJeWctOCaNQBkRLamQyZbSx0w,Secondary school
Kabwe Trust School,,,HCCM+GRC,Kabwe,,ZM,,+260 97 6691671,General education school,,,,https://www.google.com/maps/search/?api=1&query=Kabwe%20Trust%20School&query_place_id=ChIJQ4zhewO7ahkRx5-aTvLQDDU,General education school
Chinese International School,4.8,13,12 Lagos Rd,Lusaka,,ZM,http://www.ciszambia.org/,,Chinese language school,,,,https://www.google.com/maps/search/?api=1&query=Chinese%20International%20School&query_place_id=ChIJ5fzTxFSLQBkR5BsjQtBXNcU,Chinese language school
St. Patrick's secondary school,,,"5Q33+QWG, Unnamed Road",Mazabuka,,ZM,,+260 97 7528519,High school,,,,https://www.google.com/maps/search/?api=1&query=St.%20Patrick's%20secondary%20school&query_place_id=ChIJ5znaBTYlQRkRZqTRDf2p-Vg,High school
Naledi School,,,Leopards Hill Rd,Lusaka,,ZM,http://naledischool.org/,+260 97 9053520,K-12 school,,,,https://www.google.com/maps/search/?api=1&query=Naledi%20School&query_place_id=ChIJRcVQzCWNQBkRNw7cR3gpEtE,K-12 school
Great North Road academy - chilanga campus,4.5,13,C7RH+C36,Chilanga,,ZM,,+260 97 8877162,,,,,https://www.google.com/maps/search/?api=1&query=Great%20North%20Road%20academy%20-%20chilanga%20campus&query_place_id=ChIJL8hoApntQBkRTiFMvTdB9Xs,
Simfex Academy,,,,Lusaka,,ZM,,+260 97 4136864,Primary school,Educational institution,,,https://www.google.com/maps/search/?api=1&query=Simfex%20Academy&query_place_id=ChIJm5Zf4EqLQBkRL8rK9tk9DMw,Primary school
Menam Private School,,,J7P2+978,Lusaka,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Menam%20Private%20School&query_place_id=ChIJxexsmvr1QBkRzZXh4-tSl5s,Private educational institution
Munnlo Trust School,,,Plot 140,Lusaka,,ZM,,+260 97 8892691,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Munnlo%20Trust%20School&query_place_id=ChIJmfy72k6LQBkR4zZ5K7GUe10,Primary school
Helen De Vos Christian School,,,"H65W+P4F, Makeni Rd",Lusaka,,ZM,http://childreneverywhere.org/,,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Helen%20De%20Vos%20Christian%20School&query_place_id=ChIJGbRhdaLzQBkRtvl-ow4WmTU,Religious school
Mukwashi Trust School,,,Plot 683B Mumbwa Rd,Lusaka,,ZM,http://mukwashi-school.org/,,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Mukwashi%20Trust%20School&query_place_id=ChIJieh6r635QBkRMKVfc5E2SpI,Combined primary and secondary school
Springfields Coaching Centre,4.8,19,,Lusaka,,ZM,http://www.springfieldseducation.org/,+260 95 5816714,School center,,,,https://www.google.com/maps/search/?api=1&query=Springfields%20Coaching%20Centre&query_place_id=ChIJ9fwF7lLzQBkRQ_tJe1ZoHMA,School center
Our Lady's School,,,J8VH+QFW,Lusaka,,ZM,,+260 211 295 327,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady's%20School&query_place_id=ChIJCScAfeiKQBkRfPTpXVgcMuk,Catholic school
kafue children's christian academy,,,Unnamed Road,Kafue,,ZM,,+260 97 7351764,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=kafue%20children's%20christian%20academy&query_place_id=ChIJobXTriXDQBkRsRZ7c7d1eAg,Parochial school
"Alfa School, Makeni",,,G7R2+7H3,Lusaka,,ZM,,+260 77 7244519,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Alfa%20School%2C%20Makeni&query_place_id=ChIJZYvw9KrzQBkRrxKA-HLl3SE,Primary school
Temirah Academy School,3,2,Makeni Rd,Lusaka,,ZM,,+260 97 7754463,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Temirah%20Academy%20School&query_place_id=ChIJQ_7wWKTzQBkRIMvcwbZnHi0,Educational institution
Destiny Academy Centre,,,,Chongwe,,ZM,,+260 96 7341183,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Destiny%20Academy%20Centre&query_place_id=ChIJVY6nHJN_PxkR7D0irctQcYs,Elementary school
Masabo Trust School,,,G9X7+FWX,Lusaka,,ZM,,+260 97 7215659,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Masabo%20Trust%20School&query_place_id=ChIJ64CCo7aNQBkRm8I5MnM-c1U,Secondary school
Terranova Boarding & Day School,,,RXCQ+X8Q,Siangoba,,ZM,http://terranovaschool.org/,+260 97 5068279,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=Terranova%20Boarding%20%26%20Day%20School&query_place_id=ChIJ6fXc-SgpRxkR4_DWftCnDgM,Boarding school
Nkhwazi School,,,8 Ituna Rd,Lusaka,,ZM,http://www.nkhwazischool.org/,+260 211 251 353,General education school,,,,https://www.google.com/maps/search/?api=1&query=Nkhwazi%20School&query_place_id=ChIJBWVBgFPzQBkRdZX202ZbahU,General education school
Chiti Muluba School,5,1,7554+693,Kafue Estate,,ZM,,,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Chiti%20Muluba%20School&query_place_id=ChIJ31AR6KPDQBkRxAgfuZ4C4ts,Educational institution
Kasiya Nusery and Primary School,,,J86F+X4V,Lusaka,,ZM,,+260 96 2321067,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Kasiya%20Nusery%20and%20Primary%20School&query_place_id=ChIJ0z5oGTeLQBkR81rnTJgA5GY,Primary school
Daylight School,,,XV92+W8H,Chirundu,,ZM,,,General education school,,,,https://www.google.com/maps/search/?api=1&query=Daylight%20School&query_place_id=ChIJGeZmdgCvOBkRdnrywcs7LHc,General education school
Casa dei Bambini Montessori,,,"Leopards Hill Rd, 2222/M",Lusaka,,ZM,http://www.casadeibambinizambia.com/,,Montessori school,,,,https://www.google.com/maps/search/?api=1&query=Casa%20dei%20Bambini%20Montessori&query_place_id=ChIJ3_xeVVGNQBkRLQCLiN6ivLg,Montessori school
Friends Of Jesus Convent School,,,H88V+G7V,Lusaka,,ZM,,+260 95 0980093,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Friends%20Of%20Jesus%20Convent%20School&query_place_id=ChIJ75IzQFSNQBkRVkuVnXEM4NY,Catholic school
Lume School,,,Chite Rd,Lusaka,,ZM,,+260 97 7764957,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Lume%20School&query_place_id=ChIJubIZiFeNQBkRx4gtc2-HsqM,Primary school
Chazanga Combined School,,,"M73W+VH7 Chazanga School, Kabanana Rd",Lusaka,,ZM,,+260 211 250 855,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Chazanga%20Combined%20School&query_place_id=ChIJuRuAE8H1QBkRA3fUYAlNBHg,Combined primary and secondary school
Elizabeth Ndelemani Memorial School,,,M823+QJ4 Kabanana site and sevice,Lusaka,,ZM,,+260 96 6754862,Co-ed school,,,,https://www.google.com/maps/search/?api=1&query=Elizabeth%20Ndelemani%20Memorial%20School&query_place_id=ChIJ6a0fOl6LQBkR807kgVh_las,Co-ed school
St Vincent De Paul Community School,,,"PFGM+3VH, Unnamed Road",Monze,,ZM,http://svdpschool.wordpress.com/,+260 213 250 338,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=St%20Vincent%20De%20Paul%20Community%20School&query_place_id=ChIJ3Q_QX6W3RhkRHb7iIWkZ1sQ,Catholic school
Wisdom Wood School Chalala,,,"G88X+59W, Unnamed Road",Lusaka,,ZM,,+260 97 8870379,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Wisdom%20Wood%20School%20Chalala&query_place_id=ChIJiVlcMkSNQBkRllKxv51yXLg,Elementary school
Nyumba Yanga Secondary School,,,"H954+3V4, Alex Chola Road",Lusaka,,ZM,,+260 77 3209921,High school,,,,https://www.google.com/maps/search/?api=1&query=Nyumba%20Yanga%20Secondary%20School&query_place_id=ChIJ9TfZ6_yNQBkRS-M3PTdQ4Vo,High school
Kings Highway SDA School,,,H7PV+JQX,Lusaka,,ZM,http://www.kingshighwaysdaschool.com/,+260 211 254 346,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Kings%20Highway%20SDA%20School&query_place_id=ChIJLQxi-lXzQBkRcU06qFRf3P4,Religious school
Musikili Primary School,,,4JQQ+393,Mpigwa,,ZM,http://www.musikili.com/,+260 213 235 779,Primary school,Boarding school,,,https://www.google.com/maps/search/?api=1&query=Musikili%20Primary%20School&query_place_id=ChIJ6UGAoF45QRkRyE_0u8Sa5RE,Primary school
"Lukem Pre, Primary & Secondary School",,,"Makeni Villa, Satwant Road, Off Los Angeles Rd",Lusaka,,ZM,,+260 77 7772550,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Lukem%20Pre%2C%20Primary%20%26%20Secondary%20School&query_place_id=ChIJKQTIDNXzQBkRNTkqQsp_3Js,Combined primary and secondary school
Suncity School,,,H7WR+6W9,Lusaka,,ZM,,,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Suncity%20School&query_place_id=ChIJWXpZZq70QBkRVxBNf_Xdat4,Combined primary and secondary school
Baobab Tree Primary School,,,Plot No. 121 Chilimbulu Rd,Lusaka,,ZM,,+260 97 7788129,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Baobab%20Tree%20Primary%20School&query_place_id=ChIJoVBf676NQBkRkcq_M_yXwhI,Elementary school
Over Hill School Lilayi,,,"Plot 12569 Lilayi Road, Liyayi . 6.1km From the Ring Road",Lusaka,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Over%20Hill%20School%20Lilayi&query_place_id=ChIJ8YTh7bmTQBkRmX-KiCCVlaQ,Primary school
Stephen Luwisha Girls Secondary School,,,"HC3M+V6G, T2",Kabwe,,ZM,,+260 96 9445124,Girls' high school,,,,https://www.google.com/maps/search/?api=1&query=Stephen%20Luwisha%20Girls%20Secondary%20School&query_place_id=ChIJTevI3SO7ahkRt3_CZB8mQpQ,Girls' high school
Chirundu Secondary School,,,XVC6+X3M,Chirundu,,ZM,http://makachiru.wix.com/chirundusecondary,+260 211 515 012,Middle school,,,,https://www.google.com/maps/search/?api=1&query=Chirundu%20Secondary%20School&query_place_id=ChIJ94rg9QKxOBkR0kMpjv9VCmM,Middle school
Woodcreek Special Needs School,,,"Woodlands Extension, Buluwe Rd",Lusaka,,ZM,,+260 96 4601008,Special education school,,,,https://www.google.com/maps/search/?api=1&query=Woodcreek%20Special%20Needs%20School&query_place_id=ChIJ0bYcF5mNQBkRBqjvEZgUdqs,Special education school
